"STRNO","STRDIR","STRNAME","STRTYPE","SUITE_NUM","BUS_NAME","OWNER1","OWNER2","AREA_CODE","PHONE_NUM","WARD","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","INACTIV","INACDT","OWNER_TYPE","CORP_NAME","TITLE1","TITLE2","BUS_TYPE","NAICS","CLV_MJBL","HEN_MJBL","NLV_MJBL","CC_MJBL","CAT_DESC","STATUS","BUS_ADDRESS","ZIP","LIC_NUM"
"58","","DEL AMO","DR","","PURSES AND PLUS COM","FERIA, LEOVEL","","305","7537179","3","58 DEL AMO DR","LAS VEGAS NV","891100000","O","20120725","S","","OWNER","","WOMEN PURSES/ACCESOR","45322","","","","","GENERAL SALES","OUT OF BUSINESS","58 DEL AMO DR","89110","G50   672157617"
"58","","RONALD","LN","","LAS VEGAS MAINTENANCE","UMANA, FELIPE","","702","3181723","3","58 RONALD LN","LAS VEGAS NV","891100000","","0","S","","OWNER 100","","MAINTENANCE/REPAIR","561","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","58 RONALD LN","89110","R60 45264163659"
"59","","TOGGLE","ST","","CLARK COUNTY BUILDERS LLC","MAYORGA, EBELIO","MAYORGA, LOLA LEE","0","2968815","0","59 TOGGLE ST","HENDERSON NV","890120000","O","20120806","C","CLARK COUNTY BUILDERS LLC","OWNER 50%","OWNER 50%","CONTRACTOR","236","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","59 TOGGLE ST","89012","C25 15245152992"
"59","","TOGGLE","ST","","CLARK COUNTY BUILDERS LLC","","","702","7981600","0","59 TOGGLE ST","HENDERSON NV","890120000","","20131031","","","","","CONTRACTOR","0","S","P","","S","CONTRACTOR (MJBL)","ACTIVE","59 TOGGLE ST","89012","C25999995999999"
"59","N","30TH","ST","","PLUMBER INC (THE)","WILLIAMS, DOUG","WILLIAMS, BOB","702","7348805","0","59 N 30TH ST","LAS VEGAS NV","891010000","","20121101","C","THE PLUMBER INC","PRES 99%","OWNER 1%","CONTRACTOR","236","P","","","","CONTRACTOR (MJBL)","ACTIVE","59 N 30TH ST","89101","C25  6085 13359"
"60","E","RIO SALADO","PK","1001","APS ENERGY SERVICES COMPANY","LODGE, JAMES R","GOMEZ, BARBARA M","602","7445000","0","P O BOX 53940 M S 1910","PHOENIX AZ","850723901","E","20121231","C","APS ENERGY SERVICES COMPANY","PRES","TREAS","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","EXPIRED","60 E RIO SALADO PK","85072","C25 37545119519"
"60","E","RIO SALADO","PK","JTC 10","APS ENERGY SERVICES COMPANY  I","","","602","7445006","0","60 E RIO SALADO PKWY","TEMPE AZ","852810000","","20131031","","","","","CONTRACTOR","0","S","S","","P","CONTRACTOR (MJBL)","ACTIVE","60 E RIO SALADO PK","85281","C25999995999999"
"60","N","13TH","ST","","CENTRAL PAY PHONES","","","0","2140349","3","3210 ASHBY AV","LAS VEGAS NV","891020000","O","20101221","C","CENTRAL PAY PHONE SERVICES INC","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","60 N 13TH ST","89102","P35  6460 77658"
"60","W","MAYFLOWER","AV","","ELITE RESTORATION INC","PAYAN, CHRIS J","PAYAN, JAMES T","0","3034279","0","60 W MAYFLOWER AV","NORTH LAS VEGAS NV","890300000","","0","C","ELITE RESTORATION INC","PRES 42.5%","S/T  42.5%","PROP RESTORATION","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","60 W MAYFLOWER AV","89030","T10 40872 96358"
"10","","SACRAMENTO","DR","","BEST TAX SERVICES","REINA, ARELLANO","","0","3894644","3","10 SACRAMENTO DR","LAS VEGAS NV","891100000","","0","S","","","","TAX PREPARATION","541219","","","","","BOOKKEEPER","ACTIVE","10 SACRAMENTO DR","89110","A23 2532A157378"
"10","E","CHARLESTON","BL","","GALAXY FOAM & UPHOLSTERY SUPPL","CHAVEZ, JORGE","CORONA, VICTOR H","0","3828563","3","260 W MAYFLOWER AV","NORTH LAS VEGAS NV","890300000","O","20120924","P","","OWNER","OWNER","FABRIC SUPPLIES","424310","","","","","GENERAL SALES","OUT OF BUSINESS","10 E CHARLESTON BL","89030","G50 28114 62061"
"10","N","EASTERN","AV","","WESTERN UNION FINANCIAL SERVIC","BATTISTA, GUY","","720","3321000","3","12500 E BELFORD AVE M212","ENGLEWOOD CO","801120000","O","20120419","C","WESTERN UNION FINANCIAL SERVIC","PRESIDENT","","WIRE TRANSFER SVC","522320","","","","","WIRE SVC","OUT OF BUSINESS","10 N EASTERN AV","80112","W10  244D144196"
"10","N","EASTERN","AV","","FRESH & EASY NEIGHBORHOOD MARK","MASON, TIMOTHY","KASPER, MARY","310","3411200","3","2120 PARK PL 200  ATN:R HOWARD","EL SEGUNDO CA","902450000","O","20101027","C","FRESH & EASY NEIGHBORHOOD MARK","PRES","","GROCERY STORE","445110","","","","","GROCERY MEGA STORE (IWS)","OUT OF BUSINESS","10 N EASTERN AV","90245","G60   634  1656"
"10","N","EASTERN","AV","","FRESH & EASY NEIGHBORHOOD MARK","MASON, TIMOTHY","KASPER, MARY","310","3411200","3","2120 PARK PL 200 ATN: R HOWARD","EL SEGUNDO CA","902450000","O","20130411","C","FRESH & EASY NEIGHBORHOOD MARK","PRES","SECY","ALCOHOL LICENSE","445310","","","","","BEER WINE COOLER SALE OFF","OUT OF BUSINESS","10 N EASTERN AV","90245","L10  2824  1656"
"10","W","CALIFORNIA","ST","","MAIN STREET CALIFORNIA","MIZRACHI, CIMA","","702","3719680","3","1125 S MARYLAND PK","LAS VEGAS NV","891040000","O","20120214","C","MAIN STREET CALIFORNIA LLC","OWNER","","HOME FURNISHING","45322","","","","","GENERAL SALES","OUT OF BUSINESS","10 W CALIFORNIA ST","89104","G50964471155389"
"10","W","WYOMING","AV","","A M N MECHANICAL INC","WALKER, JAMES","","702","6337363","1","10 W WYOMING AV","LAS VEGAS NV","891020000","O","20121101","C","AMN MECHANICAL INC","PRES 100%","","HVAC CONTRACTOR  SHO","23000","P","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","10 W WYOMING AV","89102","C11 8058C103088"
"10","W","WYOMING","AV","","SIN CITY PICKERS","CATONI, BONNIE","","702","2752067","1","10 W WYOMING AV","LAS VEGAS NV","891020000","","20120717","C","SIN CITY PICKERS LLC","OWNER 100%","","ANTIQUES/COLLECTIBLE","453310","","","","","GENERAL SALES","ACTIVE","10 W WYOMING AV","89102","G50 86744156920"
"19","","LEWIS","AV","","RUDOLFCO LLC","MALTER, STEPHEN","","0","3029444","3","421 HUDSON ST 509","NEW YORK NY","100140000","O","20101213","C","RUDOLFCO LLC","MG/MB 100%","","TAVERN","722410","","","","","TAVERN","OUT OF BUSINESS","19 LEWIS AV","10014","L16    54   335"
"19","","LEWIS","AV","","UNITED COIN MACHINE COMPANY","","","0","0","3","600 PILOT RD E","LAS VEGAS NV","891190000","O","20100803","C","UNITED COIN MACHINE COMPANY","","","CONV HALL TAX","921130","","","","","CONV HALL GAMING TAX","OUT OF BUSINESS","19 LEWIS AV","89119","C30 10318  1654"
"19","","LEWIS","AV","","UNITED COIN MACHINE COMPANY","LINCOLN, JON GRANT","ARNTZEN, STEVEN WAYNE","0","0","3","600 PILOT RD E","LAS VEGAS NV","891190000","O","20100803","C","UNITED COIN MACHINE COMPANY","P/CEO/COB","COO/D/S","NONRESTRICTED GAMING","721120","","","","","GAMING NONRESTRICTED","OUT OF BUSINESS","19 LEWIS AV","89119","G08   864  1654"
"19","","PANGLOSS","ST","","JMK LAWN CARE","WOODARD, JASON","WOODARD, DANA","0","8560400","0","P O BOX 90285","HENDERSON NV","890090000","O","20130128","C","JMK LAWN CARE INC","PRES 51%","SEC 49%","LAWN MAINTENANCE","561730","","","","","LAWN/LANDSCAPE MAINT","OUT OF BUSINESS","19 PANGLOSS ST","89009","L33 1346A152706"
"19","","PANGLOSS","ST","","J M K LAWN CARE","","","702","4003321","0","19 PANGLOSS ST","HENDERSON NV","890150000","E","20130430","","","","","CONTRACTOR","0","S","P","S","S","CONTRACTOR (MJBL)","EXPIRED","19 PANGLOSS ST","89015","C25999995999999"
"19","N","MOJAVE","RD","","UNIVERSAL TROPHIES","GONZALEZ, KRISTIAN","","0","6338825","3","4833 STRAIGHT FLUSH DR 101","LAS VEGAS NV","891220000","","0","S","","OWNER 100","","TROPHY/ENGRAVING","45322","","","","","GENERAL SALES","ACTIVE","19 N MOJAVE RD","89122","G50 89513163970"
"19","N","MOJAVE","RD","","LA UMCAF UNITED MEXICANA & CEN","RIVAS, MANNY","","0","2791125","3","5305 GOLDEN CLIFF ST","LAS VEGAS NV","891300000","","20121106","C","LA UMCAF UNITED MEXICANA & CEN","","","SOCCER LEAGUE","541613","","","","","MGMT/MKT SVC","ACTIVE","19 N MOJAVE RD","89130","M18 5339H156061"
"20","","GOLD BAR","CT","","TRAILBLAZER LLC","LEWIS, SKY","","808","8708787","3","1610 RAWHIDE ST","LAS VEGAS NV","891190000","","0","C","TRAILBLAZER LLC","OWNER 100%","","APARTMENTS","531110","","","","","APARTMENT HOUSE","ACTIVE","20 GOLD BAR CT","89119","A07 2124J152240"
"20","","GOLD BAR","CT","","CHU JOANNA","CHU, JOANNA","BILYEU, MATT","951","7360946","3","11912 SILVER LOOP","MIRA LOMA CA","917520000","O","20110502","S","","OWNER 100%","MANAGER","APARTMENTS","531110","","","","","APARTMENT HOUSE","OUT OF BUSINESS","20 GOLD BAR CT","91752","A07 1659J119837"
"32","","FREMONT","ST","","MERMAIDS CASINO","BURNSTINE, STEVEN J","CULP, STEPHEN ADRIEL","0","3854250","5","111 N 1ST ST","LAS VEGAS NV","891010000","","0","C","GRANITE GAMING GROUP I LLC","MMBR 100%","KEY EMP","NONRESTRICTED GAMING","721120","","","","","GAMING NONRESTRICTED","ACTIVE","32 FREMONT ST","89101","G08   684     4"
"32","","FREMONT","ST","","MERMAIDS CASINO","BURNSTINE, STEVEN J","CULP, STEPHEN ADRIEL","0","3854250","5","111 N 1ST ST","LAS VEGAS NV","891010000","","0","P","GRANITE GAMING GROUP I LLC","MMBR 100%","KEY EMP","TAVERN","722410","","","","","TAVERN","ACTIVE","32 FREMONT ST","89101","L16   364     4"
"32","","FREMONT","ST","","MERMAIDS CONEY ISLAND","BURNSTINE, STEVEN","BEHR, SCOT ROBERT","702","3854250","5","111 N 1ST ST","LAS VEGAS NV","891010000","","20090811","C","GRANITE GAMING GROUP I LLC","MGR/MBR 10","BAR MGR","FAST FOOD RESTAURANT","722513","","","","","FOOD CATERER","ACTIVE","32 FREMONT ST","89101","R10  3785     4"
"32","","GOLD BAR","CT","","CUSTOM COMMUNICATIONS","","","702","4373474","3","5000 W OAKEY BL STE B6","LAS VEGAS NV","891460000","O","20110112","C","CUSTOM TELECOM LLC","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","32 GOLD BAR CT","89146","P35  7450 82740"
"32","","HOKE EDWARD","CT","","DESERT STAR CLEANING","CABALLERO, MANUEL","","0","3022630","0","32 HOKE EDWARD ST","LAS VEGAS NV","890310000","O","20100712","S","","OWNER 100%","","JANITORIAL CLEANING","561720","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","32 HOKE EDWARD CT","89031","R60 18832123791"
"32","","MIDNIGHT RIDGE","DR","","CLAIRE KIM HONG INC","HONG, CLAIRE","","702","7381212","0","32 MIDNIGHT RIDGE DR","LAS VEGAS NV","891350000","","0","C","CLAIRE KIM HONG INC","PRES 100","","REAL ESTATE AGENT","531210","","","","","REAL ESTATE BUSINESS","ACTIVE","32 MIDNIGHT RIDGE DR","89135","Q0395263F164954"
"32","","PROMINENT BLUFF","CT","","TOWNSEND PEST CONTROL","TOWNSEND, LYLE","TOWNSEND, ANN","0","3608670","0","32 PROMINENT BLUFF CT","HENDERSON NV","890020000","","0","C","EASTHILLS EXTERMINATORS INC","PRES","VP","EXTERMINATOR","561710","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","32 PROMINENT BLUFF CT","89002","R60  1906135122"
"32","W","CALIFORNIA","ST","","CAR MAN'S AUTO REPAIR","CANLAS, ARMANDO N","CANLAS, CAROLINA B","0","4441133","3","32 W CALIFORNIA ST","LAS VEGAS NV","891020000","","20130321","S","","OWNER","OWNER","MAJOR AUTO REPAIR/SR","811111","","","","","MAJOR AUTOMOTIVE GARAGE","ACTIVE","32 W CALIFORNIA ST","89102","A60   556 70020"
"60","W","MAYFLOWER","AV","","DAYSTAR CONSTRUCTION","DULFON, DAVID J","DULFON, DANA","702","3712300","0","5708 PASEO RECALLO CT","LAS VEGAS NV","891080000","O","20120716","S","","OWNER","OWNER","CONTRACTOR","23000","","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","60 W MAYFLOWER AV","89108","C25 22465115501"
"61","","CHAPMAN HEIGHTS","ST","","OUTSOURCE OF LAS VEGAS","COLBERT, TERRY L","WEAVER, BARRY R","702","8769422","0","9811 W CHARLESTON BL 2-352","LAS VEGAS NV","891170000","O","20100414","C","NAKAHOMA INC","OWNER 50%","OWNER 50%","JANITORIAL SERVICE","561720","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","61 CHAPMAN HEIGHTS ST","89117","R60 19333147252"
"61","","CHAPMAN HEIGHTS","ST","","OUTSOURCE OF LAS VEGAS","COLBERT, TERRY L","WEAVER, BARRY R","702","8769422","0","9811 W CHARLESTON BL 2-352","LAS VEGAS NV","891170000","O","20100414","C","NAKAHOMA INC","OWNER 50%","OWNER 50%","LIGHT REPAIR SERVICE","5617","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","61 CHAPMAN HEIGHTS ST","89117","R60 33873147252"
"61","","MAYA","ST","","CASTRO PEDRO","CASTRO, PEDRO","","0","5100727","3","61 MAYA ST","LAS VEGAS NV","891100000","","0","S","","OWNER 100%","","HANDYMAN","5617","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","61 MAYA ST","89110","R60 38303153333"
"61","","SPECTRUM","BL","","CARDINAL HEALTH 414 LLC","HARTY, LINDA","FONG, IVAN","614","7575000","3","7000 CARDINAL PL     TAX DEPT","DUBLIN OH","430171091","O","20110331","C","CARDINAL HEALTH 414 LLC","VP/TREAS","SEC","RADIOPHARMACEUTICALS","446110","","","","","DRUG STORE","OUT OF BUSINESS","61 SPECTRUM BL","43017","D11  1323 55781"
"61","","SPECTRUM","BL","","CARDINAL HEALTH 414 LLC","HARTY, LINDA","FONG, IVAN","0","4384494","3","7000 CARDINAL PL TAX DEPT","DUBLIN OH","430171091","O","20110331","C","CARDINAL HEALTH 414 INC","VP/TREAS","SEC","PHARMACY FIRM","446110","","","","","PROF SVCS (IWS)","OUT OF BUSINESS","61 SPECTRUM BL","43017","P55  1281 55781"
"62","","PAGE","ST","","PATRIOTIC SHOWS","ALCORN, MAUREEN T","","702","4590325","3","62 PAGE ST","LAS VEGAS NV","891100000","","20130206","S","","OWNER 100%","","EVENT PROMOTER","561920","","","","","MGMT/MKT SVC","ACTIVE","62 PAGE ST","89110","M18 5675A162299"
"62","","SWAN","CI","","J G VORNSAND CONSULTING","VORNSAND, JOHN","","0","8962932","0","62 SWAN CI","HENDERSON NV","890740000","","20120710","S","J G VORNSAND CONSULTING","OWNER 100%","","CONSULTANT","541613","","","","","MGMT/MKT SVC","ACTIVE","62 SWAN CI","89074","M18 4590K140624"
"11","N","MOJAVE","RD","","NEVADA TELEPHONE INC","","","0","3846405","3","1700 S MAIN ST","LAS VEGAS NV","891040000","O","20110110","C","HIPPODROME CORP","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","11 N MOJAVE RD","89104","P35  4480 68145"
"11","N","NELLIS","BL","","E T T LLC","ROSS, DAVID D","SZONY, FERENC","0","4386115","3","3440 W RUSSELL RD","LAS VEGAS NV","891182495","O","20120405","C","E T T LLC","MGR","MGR","CONVENTION HALL TAX","921130","","","","","CONV HALL GAMING TAX","OUT OF BUSINESS","11 N NELLIS BL","89118","C20 11817   430"
"11","N","NELLIS","BL","","E T T LLC","ROSS, DAVID D","SZONY, FERENC","0","4386115","3","3440 W RUSSELL RD","LAS VEGAS NV","891182495","O","20120405","C","E T T LLC","MGR","MGR","","713290","","","","","GAMING RESTRICTED","OUT OF BUSINESS","11 N NELLIS BL","89118","G01 11814   430"
"11","N","NELLIS","BL","","JETT GAMING LLC","HERBST, JERRY","","0","4386115","3","5195 S LAS VEGAS BL","LAS VEGAS NV","891190000","","0","C","JETT GAMING LLC","MGR 100%","","CONVENTION HALL TAX","921130","","","","","CONV HALL GAMING TAX","ACTIVE","11 N NELLIS BL","89119","C20 24577   430"
"11","N","NELLIS","BL","","JETT GAMING LLC","HERBST, JERRY","","0","4386115","3","5195 S LAS VEGAS BL","LAS VEGAS NV","891190000","","0","C","JETT GAMING LLC","MGR 100%","","RESTRICTED GAMING","713290","","","","","GAMING RESTRICTED","ACTIVE","11 N NELLIS BL","89119","G01 24514   430"
"11","N","NELLIS","BL","","TERRIBLES 147","HERBST, JERRY","HERBST, MARYANNA","0","7986400","3","P O BOX 93417","LAS VEGAS NV","891830000","X","20120320","C","NEVADA CAR WASH PROPERTIES LLC","PRES 100%","SEC/TREAS","SERVICE STATION","447190","","","","","MINOR AUTOMOTIVE SVC","TO BE DROPPED","11 N NELLIS BL","89183","A55  4043   430"
"11","N","NELLIS","BL","","TERRIBLES LUBE 194","HERBST, JERRY","HERBST, MARYANNA","0","7986400","3","P O BOX 93417","LAS VEGAS NV","891933417","","0","C","TERRIBLE HERBST INC","D/P 100%","SEC/TREAS","MINI LUBE/SMOG CK","811118","","","","","MINOR AUTOMOTIVE SVC","ACTIVE","11 N NELLIS BL","89193","A55   233   430"
"11","N","NELLIS","BL","","TERRIBLES 147","HERBST, JERRY","HERBST, MARYANNA","0","7986400","3","P O BOX 93417","LAS VEGAS NV","891930000","","0","","NEVADA CAR WASH PROPERTIES LLC","D/P 100%","SEC/TREAS","","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","11 N NELLIS BL","89193","C05 1268B   430"
"20","","GOLD BAR","CT","","AUSSIEBUCK LLC","LEWIS, SKY","","808","8708787","3","2600 KANAKANUI RD","KIHEI HI","967530000","O","20120515","C","AUSSIEBUCK LLC","OWNER 100%","","COIN OPERATED LAUNDR","999999","","","","","GENERAL SALES","OUT OF BUSINESS","20 GOLD BAR CT","96753","G50920274152240"
"20","","SUNMIST","DR","","B G L V  CO","AMORELLI, RUBEN","AMORELLI, LILIANA","702","2695578","0","20 SUNMIST DR","HENDERSON NV","890740000","O","20120703","C","B G L V CO","PRES","PRES 50%","DRYWALL CONTRACTOR","236","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","20 SUNMIST DR","89074","C25 17765121945"
"20","","WILD DUNES","CT","","G O LANGLOIS CONSTRUCTION INC","LANGLOIS, GERRY O","","619","7722333","0","P O BOX 4386","PALM DESERT CA","922614386","O","20120822","C","G O LANGLOIS CONSTRUCTION INC","PRES","","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","20 WILD DUNES CT","92261","C25 39655 69643"
"20","E","BONNEVILLE","AV","","SOAK N WET LLC","BOEZEMAN, RICHARD ALLEN","BOEZEMAN, RICHARD ALBERT","702","6044805","3","2867 SEABRIDGE DR","LAS VEGAS NV","891210000","","20121101","C","SOAK N WET LLC","MGR 50%","MBR 50%","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","ACTIVE","20 E BONNEVILLE AV","89121","C25 27795134436"
"21","","CRESCENT","DR","","SUCCESSFUL CONNECTIONS","MARCHESE, COSTANZA","GOUGOUSTAMOS, ATHANASSIOS","702","3728620","1","21 CRESCENT DR","LAS VEGAS NV","891060000","O","20120716","C","SUCCESSFUL CONNECTIONS INC","PRESIDENT","TREASURE","MATCHMAKER/CONSULT","541613","","","","","MGMT/MKT SVC","OUT OF BUSINESS","21 CRESCENT DR","89106","M18 4277B140698"
"21","","FREMONT","ST","","VIVA VEGAS FREMONT 1","AKERMAN, ARIEL","","702","7327702","3","2000 S LAS VEGAS BL 49","LAS VEGAS NV","891040000","","0","C","ARELNI LLC","MNG DIR","","TOBACCO","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","21 FREMONT ST","89104","C05 2675K146131"
"21","","FREMONT","ST","","VIVA VEGAS FREMONT 1","AKERMAN, ARIEL","","702","7327702","3","2000 S LAS VEGAS BL 49","LAS VEGAS NV","891040000","","20110207","C","ARELNI LLC","DIR 100%","","GIFTS","45322","","","","","GENERAL SALES","ACTIVE","21 FREMONT ST","89104","G50 42965146131"
"21","","FREMONT","ST","","LVD ACCESSORIES INC","ZNATI, DAVID","SCHUT, VICTOR","0","3660342","3","8000 W BADURA AV 2173","LAS VEGAS NV","891130000","","0","C","LVD ACCESSORIES INC","OWNER 20","OWNER 40","BEAUTY PRODUCTS","44612","","","","","GENERAL SALES","ACTIVE","21 FREMONT ST","89113","G50 90004164763"
"32","W","IMPERIAL","AV","","GP AUTO","VISCO GILARDI, PAOLO","","0","0","3","32 W IMPERIAL AV","LAS VEGAS NV","891020000","O","20120625","C","PVG MILANO LLC","OWNER 100%","","AUTO SALES","4411","","","","","AUTOMOBILE SALES / RENTAL","OUT OF BUSINESS","32 W IMPERIAL AV","89102","A65  1243153185"
"32","W","IMPERIAL","AV","","GRIFFIN ENTERTAINMENT LLC","SZABO, ELLIOT","","0","5813815","3","32 W IMPERIAL AV","LAS VEGAS NV","891020000","","20130129","C","GRIFFIN ENTERTAINMENT LLC","OWNER 100%","","REHEARSAL STUDIOS","999999","","","","","GENERAL & SPECIALTY SALES","ACTIVE","32 W IMPERIAL AV","89102","G55  3343122262"
"32","W","MAYFLOWER","AV","","S & L ROOFING INC","LONGFELLOW, ROBERT SCOTT","","702","5970067","0","32 W MAYFLOWER AV","NORTH LAS VEGAS NV","890303950","O","20110526","C","S & L ROOFING INC","PRES","","ROOFING CONTRACTOR","23000","","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","32 W MAYFLOWER AV","89030","C1110755B 42637"
"33","","ISLEWORTH","DR","","ALL WORLD PROMOTIONS","ARCHAMBAULT, MICHAEL","","702","4344943","0","2505 ANTHEM VILLAGE DR E498","HENDERSON NV","890520000","","0","C","ALL WORLD PROMOTIONS LLC","PRES 100%","","AD SPECIALTIES","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","33 ISLEWORTH DR","89052","T10 39015 72765"
"33","N","21ST","ST","","BAJA TRANSMISSIONS","SANCHEZ LOPEZ, ALEJANDRO","SANCHEZ LOPEZ, SANDRA","0","3666093","4","2129 FRANKLIN AV","LAS VEGAS NV","891040000","","20130103","P","","PARTNR 50%","PARTNR 50%","TRANSMISSION REPAIR","811111","","","","","MAJOR AUTOMOTIVE GARAGE","ACTIVE","33 N 21ST ST","89104","A60  1583102937"
"33","N","21ST","ST","","LAS VEGAS ST ROD REPAIR BEST M","DEMELLO, STEVE W","","0","4999835","4","8830 W WASHBURN RD","LAS VEGAS NV","891490000","","0","S","","","","MAJOR AUTO REPAIR","811111","","","","","MAJOR AUTOMOTIVE GARAGE","ACTIVE","33 N 21ST ST","89149","A60   685 97983"
"33","W","OWENS","AV","","SALVATION ARMY HOMELESS SVCS","BASSETT, W TODD","SWYERS, PHILIP","0","6570123","0","P O BOX 28369","LAS VEGAS NV","891260000","","20120813","C","SALVATION ARMY THE","CHAIR","PRES","HOMELESS SHELTER","624221","","","","","NON-PROFIT HOMELESS/RES","ACTIVE","33 W OWENS AV","89126","N38   14D124471"
"34","","BLEVINS","DR","5","PRINCE TELECOM, INC.","KUHN, JOHN","HEININGER, THEODORE","302","3241800","0","551 A MEWS DR","NEW CASTLE DE","197200000","O","20120725","C","PRINCE TELECOM INC","PRES/DIR","SEC/TREAS","CONTRACTOR","236","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","34 BLEVINS DR","19720","C25  2215120272"
"68","","CHAPMAN HEIGHTS","ST","","G D D K","DUESTER, GERHARD","KANE, DONNA","702","2026661","0","68 CHAPMAN HEIGHTS ST","LAS VEGAS NV","891380000","","0","P","","PRTNR 50%","PRTNR 50%","CONSULTANT","541613","","","","","MGMT/MKT SVC","ACTIVE","68 CHAPMAN HEIGHTS ST","89138","M18 3913C133835"
"68","","ISLEWORTH","DR","","R J T WILDLIFE CONSULTANTS","TURNER, ROBERT J","","702","4583969","0","68 ISLEWORTH DR","HENDERSON NV","890520000","","0","S","","OWNER 100%","","PIGEON CONTROL","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","68 ISLEWORTH DR","89052","T10 39105 91096"
"68","","MIDNIGHT RIDGE","DR","","SHANE GREEN ENTERPRISES LLC","GREEN, SHANE","GREEN, SANDRA","702","7782567","0","1930 VILLAGE CENTER CI 3 886","LAS VEGAS NV","891340000","","0","C","SHANE GREEN ENTERPRISES LLC","PRES 50","EVP  50","TRAINING CONSULTANTS","541613","","","","","MGMT/MKT SVC","ACTIVE","68 MIDNIGHT RIDGE DR","89134","M18 5707C165104"
"68","","TAHITI","DR","","GRACE LAS VEGAS EVENTS PLANNER","VALLESILLAS, CARLOS","VALLESILLAS, ALEJANDRA","702","9977415","0","9550 S EASTERN AV 253","LAS VEGAS NV","891230000","","0","C","GRACE LAS VEGAS EVENTS PLANNER","MNGMBR 50%","MNGMBR 50%","PARTY PLANNING","812990","","","","","PARTY PLANNING SVC","ACTIVE","68 TAHITI DR","89123","P26  340A148935"
